State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Supply Volume (MT),Demand Volume (MT),Market Insights,Sowing Area (Hectares),Production Estimate (MT),Stock Level (MT),Stock Released (MT),Inflation Rate (%),Input Type,Input Cost (INR),Seasonality Impact,Intervention Type,Impact on Price (INR/kg),ARIMA_p,ARIMA_d,ARIMA_q,Forecasted Price (INR/kg)
Tamil Nadu,Villupuram,Manalurpet,Maize,Other,FAQ,2096,2109,2109,409,472,High demand due to festival,1465,4545,6275,1374,7.850447159,Labor,871,High,Stock Release,-9.638012558,3,1,2,2109.583026
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),ADT 37,FAQ,1604,1604,1604,751,316,Stable demand,2798,3993,7417,1652,7.801555753,Fertilizer,897,Low,Stock Release,6.087916031,2,1,2,1608.896962
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),Other,FAQ,1604,1604,1604,625,355,Stable demand,3231,3314,4018,1839,4.105528048,Labor,238,High,Price Cap,-3.924046064,3,1,1,1606.575006
Tamil Nadu,Villupuram,Manalurpet,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,10411,10849,10849,575,525,High demand due to festival,1659,1780,6491,1846,4.12957672,Fertilizer,662,Low,Stock Release,-7.655768989,1,1,2,10852.48023
Tamil Nadu,Villupuram,Manalurpet,T.V. Cumbu,Other,FAQ,9579,12103,9699,675,345,Low supply affecting prices,4237,3656,7748,1956,4.830235626,Labor,758,High,No Intervention,-6.710220919,2,0,2,9695.887616
Tamil Nadu,Villupuram,Thirukovilur,Black Gram (Urd Beans)(Whole),Other,FAQ,6891,8100,7650,438,366,Stable demand,3122,1945,6415,717,4.551050355,Fertilizer,853,Low,No Intervention,9.26268797,2,1,2,7654.038912
Tamil Nadu,Villupuram,Thirukovilur,Groundnut,Other,FAQ,8876,9496,9390,459,496,Stable demand,4819,4428,6946,1771,4.528073237,Fertilizer,496,Medium,Stock Release,5.476608357,3,1,2,9385.141226
Tamil Nadu,Villupuram,Thirukovilur,Hybrid Cumbu,Other,FAQ,2319,2319,2319,465,441,Stable demand,3873,4877,5642,610,6.026083586,Fertilizer,583,High,Price Cap,-5.242560533,1,0,2,2322.622116
Tamil Nadu,Villupuram,Thirukovilur,Maize,Other,FAQ,2046,2189,2100,720,622,High demand due to festival,4343,4072,4888,1315,7.028040034,Labor,486,High,No Intervention,9.269324869,1,0,2,2097.391208
Tamil Nadu,Villupuram,Thirukovilur,Paddy(Dhan)(Common),ADT 37,FAQ,1699,1792,1759,523,322,Government intervention expected,2714,2830,5883,1207,7.683840803,Labor,467,Low,Price Cap,-7.197646587,2,1,1,1760.227133
Tamil Nadu,Villupuram,Thirukovilur,Paddy(Dhan)(Common),ADT 43,FAQ,1467,1708,1699,563,393,Stable demand,3550,4098,4725,646,3.339302393,Seed,945,Medium,Stock Release,4.670544238,2,0,1,1696.930521
Tamil Nadu,Villupuram,Thirukovilur,Paddy(Dhan)(Common),Other,FAQ,2032,2525,2203,785,541,Stable demand,1794,1547,7822,1867,4.389892382,Fertilizer,557,High,No Intervention,3.134792537,3,0,1,2199.35296
Tamil Nadu,Villupuram,Thirukovilur,Ragi (Finger Millet),Other,FAQ,2289,2289,2289,558,536,Stable demand,2586,3207,4146,1051,4.275068867,Labor,521,High,Price Cap,6.429535448,1,0,2,2286.47098
Tamil Nadu,Villupuram,Thirukovilur,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,13366,15250,14479,456,353,Government intervention expected,1586,3984,5716,633,4.787198318,Seed,331,Medium,Stock Release,-2.366025587,2,0,1,14478.72928
Tamil Nadu,Villupuram,Thirukovilur,T.V. Cumbu,Other,FAQ,8588,8588,8588,477,437,Government intervention expected,3703,3446,5527,963,5.121671316,Seed,638,Medium,Price Cap,-1.963290834,1,1,2,8592.196614
Tamil Nadu,Villupuram,Thiryagadurgam,Maize,Other,FAQ,1519,1519,1519,593,632,Stable demand,4414,3590,6477,1363,4.945857359,Labor,443,Medium,No Intervention,2.491340369,2,0,2,1517.890039
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),Other,FAQ,1828,1905,1840,684,571,Stable demand,3747,3174,4847,1714,7.760736047,Fertilizer,819,High,Stock Release,-2.035884861,3,0,1,1835.558695
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),White Ponni,FAQ,2213,2333,2267,414,340,Low supply affecting prices,1634,2797,5463,1686,5.18564528,Seed,237,Low,Stock Release,-9.172982146,2,1,2,2262.237679
Tamil Nadu,Villupuram,Thiryagadurgam,Ragi (Finger Millet),Other,FAQ,1689,1689,1689,411,397,Government intervention expected,3891,2880,6245,955,5.757962855,Seed,473,Low,Price Cap,4.594160636,2,0,2,1686.098706
Tamil Nadu,Villupuram,Thiryagadurgam,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,10875,14111,13463,500,482,Low supply affecting prices,2274,4056,7044,1584,6.743166402,Fertilizer,536,High,Price Cap,2.818921261,2,1,2,13458.52029
Tamil Nadu,Villupuram,Thiryagadurgam,T.V. Cumbu,Other,FAQ,7301,7301,7301,555,427,Stable demand,4879,1947,5310,1528,6.625423985,Labor,254,High,Stock Release,-1.525743745,3,0,1,7299.711294
Telangana,Adilabad,Boath,Jowar(Sorghum),Jowar ( White),FAQ,3000,3000,3000,739,528,Stable demand,3882,3257,4564,1560,5.914822833,Fertilizer,618,High,No Intervention,-3.943408782,3,1,2,2998.84253
Telangana,Adilabad,Chinnoar,Amaranthus,Amaranthus,FAQ,1000,1000,1000,524,616,Stable demand,2153,3197,4368,959,7.304160117,Fertilizer,214,High,No Intervention,-3.585483233,3,0,2,1004.721408
Telangana,Adilabad,Ichoda,Cotton,Bramha,FAQ,7200,7650,7400,758,385,Stable demand,3811,1030,5263,1740,6.120906545,Labor,191,Medium,Price Cap,4.820572474,2,1,1,7398.062346
Telangana,Adilabad,Jainoor,Cotton,Cotton (Unginned),FAQ,6450,6550,6500,679,555,High demand due to festival,1357,1611,6849,638,7.373794237,Seed,445,High,Price Cap,4.58321758,2,0,2,6500.989341
Telangana,Adilabad,Laxettipet,Cotton,Bramha,FAQ,6800,6800,6800,793,508,High demand due to festival,3739,2864,5310,1117,4.513828753,Fertilizer,693,High,Price Cap,6.378368407,1,1,1,6803.188237
Telangana,Adilabad,Nirmal,Cotton,Bramha,FAQ,7200,7600,7400,509,514,High demand due to festival,2431,1301,6747,1622,3.660118385,Seed,624,High,No Intervention,5.243608565,3,1,2,7400.130229
Telangana,Adilabad,Sarangapur,Cotton,Cotton (Unginned),FAQ,8000,8000,8000,733,673,Low supply affecting prices,2884,4010,7466,1179,7.097602283,Seed,683,Medium,No Intervention,5.158884042,3,0,1,8001.965714
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,FAQ,14000,20000,15000,756,399,Government intervention expected,2518,3912,7043,1460,4.91258954,Seed,190,Medium,Price Cap,-4.964535319,2,1,1,15004.74389
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,2nd Sort,FAQ,5000,12000,10000,545,348,Stable demand,1621,4802,6565,1787,6.255422858,Labor,799,Medium,Price Cap,-7.967748908,3,1,1,9998.241523
Telangana,Hyderabad,Mahboob Manison,Garlic,Average,FAQ,10000,12000,11000,615,500,Government intervention expected,1481,3812,5818,1098,6.686555982,Seed,497,High,Stock Release,5.235045321,1,0,2,10995.74211
Telangana,Hyderabad,Mahboob Manison,Onion,1st Sort,FAQ,1400,2000,1500,797,557,High demand due to festival,1979,1682,6822,1095,4.633552377,Fertilizer,204,Medium,Stock Release,-8.027639607,3,1,2,1499.303147
Telangana,Hyderabad,Mahboob Manison,Onion,2nd Sort,FAQ,400,1300,800,561,675,Stable demand,2873,1256,6608,1747,5.525816943,Fertilizer,911,High,Stock Release,9.642228106,3,0,2,800.4063358
Telangana,Hyderabad,Mahboob Manison,Tamarind Fruit,Chapathi,FAQ,7000,9000,8000,527,477,Stable demand,4149,1939,5887,510,7.474632576,Fertilizer,695,High,Stock Release,7.501785349,3,1,2,8000.799864
Telangana,Hyderabad,Mahboob Manison,Turmeric,Bulb,FAQ,6000,8000,7000,713,544,Low supply affecting prices,1977,4128,7783,826,7.398966176,Labor,639,Low,Price Cap,0.6692320384,1,0,1,7002.385626
Telangana,Jagityal,Mallapur,Paddy(Dhan)(Common),MTU-1010,FAQ,2040,2040,2040,731,422,Government intervention expected,2537,3056,4059,1873,6.746785388,Fertilizer,378,Medium,No Intervention,-2.956328698,1,0,1,2043.98085
Telangana,Karimnagar,Dharmapuri,Paddy(Dhan)(Common),Paddy,FAQ,2060,2060,2060,549,641,Low supply affecting prices,4392,4076,4544,878,6.81369766,Labor,111,Low,No Intervention,0.5368607189,3,1,1,2060.001653
Telangana,Karimnagar,Dharmaram,Paddy(Dhan)(Common),1001,FAQ,2040,2040,2040,435,470,High demand due to festival,4859,3894,7064,730,7.488422245,Seed,406,Low,Stock Release,4.686036662,1,0,2,2036.434057
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),1001,FAQ,2040,2040,2040,572,632,Government intervention expected,3337,4185,6350,1664,6.681661936,Seed,463,Medium,No Intervention,5.126599571,2,0,2,2039.034084
Telangana,Karimnagar,Husnabad,Maize,Hybrid/Local,FAQ,2000,2100,2050,421,435,High demand due to festival,2320,1776,5267,1117,4.697926797,Labor,761,Medium,Stock Release,-8.526680027,3,1,1,2046.553694
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,FAQ,2040,2040,2040,605,358,Low supply affecting prices,2704,3732,5707,1264,3.603913398,Labor,417,Low,Price Cap,6.097081898,1,1,1,2036.823032
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,526,492,Low supply affecting prices,3799,1731,5230,548,5.1094205,Labor,637,High,Stock Release,2.829941634,1,0,1,2055.016997
Telangana,Karimnagar,Ibrahimpatnam,Paddy(Dhan)(Common),MTU-1010,FAQ,2040,2040,2040,735,567,Stable demand,2994,2228,7446,950,3.436717079,Seed,313,Low,No Intervention,-9.188407722,1,0,1,2044.297122
Telangana,Karimnagar,Karimnagar,Cotton,Cotton (Unginned),FAQ,5001,6329,6329,755,559,Government intervention expected,4546,3071,6330,990,3.578853885,Labor,413,Medium,No Intervention,-3.736775884,2,1,1,6331.452599
Telangana,Karimnagar,Karimnagar,Paddy(Dhan)(Common),I.R. 64,FAQ,1645,1645,1645,616,672,Government intervention expected,3070,3540,6525,1728,7.750860464,Seed,554,High,No Intervention,0.2128273739,1,1,1,1641.00276
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,3000,4000,3500,495,394,Stable demand,1805,3042,5045,1932,6.379434803,Seed,498,Low,Price Cap,-6.230970156,2,1,1,3504.201064
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bhindi(Ladies Finger),Bhindi,FAQ,2500,4000,3000,563,424,Government intervention expected,3219,1969,4558,906,7.258043502,Fertilizer,851,Low,Stock Release,-6.895189423,2,0,1,3003.703583
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bitter gourd,Bitter Gourd,FAQ,6500,8000,7000,547,340,High demand due to festival,1834,4753,6396,1574,6.214495966,Seed,321,Low,Price Cap,-9.714376708,1,0,2,7004.0989
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bottle gourd,Bottle Gourd,FAQ,2000,3000,2500,417,678,High demand due to festival,3365,4477,5512,674,5.092700142,Labor,679,Medium,Price Cap,8.231012669,2,1,1,2495.973139
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,693,553,Low supply affecting prices,1907,1102,5967,1784,3.125793912,Labor,361,Low,Stock Release,-8.877840899,1,1,1,3495.798931
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cabbage,Cabbage,FAQ,2000,2500,2000,594,306,High demand due to festival,3845,2083,4669,979,7.779185185,Labor,595,Medium,No Intervention,-2.679771571,1,0,2,1995.677353
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,4500,6000,5000,550,515,Government intervention expected,4038,2109,4257,722,3.35466236,Seed,722,High,No Intervention,-5.884567255,1,1,2,5004.669223
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cluster beans,Cluster Beans,FAQ,4500,6000,5000,764,368,Stable demand,1854,1766,6702,768,6.05081533,Seed,229,High,No Intervention,4.820662044,3,1,2,5001.6047
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cucumbar(Kheera),Cucumbar,FAQ,3000,4000,3500,522,368,Low supply affecting prices,4264,4070,5070,1309,3.511016059,Fertilizer,258,Low,No Intervention,4.14369315,2,0,2,3496.779821
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Drumstick,Drumstick,FAQ,2500,4000,3000,799,380,Stable demand,3728,4748,5050,1392,4.420738393,Fertilizer,891,Medium,Price Cap,6.124448239,2,0,2,3004.291595
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Green Chilli,Green Chilly,FAQ,9000,12000,10000,586,329,Low supply affecting prices,1915,1371,5050,1400,3.929087286,Labor,390,Low,Stock Release,2.336166025,1,1,1,9999.43165
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Ridgeguard(Tori),Other,FAQ,6500,8000,7000,548,372,Low supply affecting prices,4189,1678,6004,1418,5.768584576,Seed,914,High,Stock Release,1.833063207,2,1,1,7002.85447
Telangana,Karimnagar,Pothgal,Paddy(Dhan)(Common),1001,FAQ,2040,2040,2040,503,561,Stable demand,4077,3643,7468,817,7.435376726,Labor,642,Medium,Stock Release,-1.857785691,1,1,2,2041.361882
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),I.R. 64,FAQ,2040,2060,2060,642,388,High demand due to festival,1842,2993,4144,884,6.178111539,Labor,188,High,Price Cap,2.727174002,2,0,2,2061.496548
Telangana,Khammam,Burgampadu,Wood,Eucalyptus,FAQ,440,440,440,630,507,High demand due to festival,3530,1201,6634,1125,6.320940098,Labor,431,High,No Intervention,-7.695888301,2,1,1,439.3972914
Telangana,Khammam,Charla,Paddy(Dhan)(Common),MTU-1010,FAQ,2030,2060,2040,605,512,High demand due to festival,1131,2625,7770,1742,7.544657481,Fertilizer,729,Medium,No Intervention,3.690256984,1,0,2,2038.949502
Telangana,Khammam,Enkoor,Cotton,Cotton (Unginned),FAQ,6500,7000,6800,597,621,High demand due to festival,2116,1088,6569,1577,6.74712614,Labor,605,Medium,Stock Release,-7.922044843,1,0,1,6796.619205
Telangana,Khammam,Khammam,Cotton,Cotton (Unginned),FAQ,5300,6900,5700,795,565,Stable demand,4834,3484,7192,1723,7.329779182,Fertilizer,229,Medium,No Intervention,7.234798051,1,1,2,5695.707807
Telangana,Khammam,Khammam,Dry Chillies,Red,FAQ,13500,19600,18000,799,699,Government intervention expected,4593,3167,4800,1142,5.081960459,Seed,306,Low,Price Cap,0.1136561165,2,0,1,18004.27992
Telangana,Khammam,Khammam,Green Gram (Moong)(Whole),Local,FAQ,5000,7650,7650,736,592,Low supply affecting prices,4634,3203,5485,1862,7.326781689,Labor,459,Low,No Intervention,0.6071380907,3,1,2,7654.366237
Telangana,Khammam,Khammam,Maize,Local,FAQ,1450,1860,1860,486,506,Stable demand,1860,2996,7748,1203,6.229306943,Fertilizer,158,Medium,No Intervention,1.697152044,3,1,2,1861.41298
Telangana,Khammam,Nelakondapally,Paddy(Dhan)(Common),1001,FAQ,2060,2060,2060,541,632,High demand due to festival,1293,1398,6429,804,3.678038914,Seed,195,Medium,No Intervention,5.52104998,2,1,2,2058.880613
Telangana,Khammam,Wyra,Paddy(Dhan)(Common),Samba Masuri,FAQ,2020,2060,2040,716,376,High demand due to festival,3688,2723,6823,1768,3.193562542,Fertilizer,930,Low,Stock Release,-0.4305875826,2,1,2,2035.2509
Telangana,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,1800,2060,2040,598,587,Stable demand,1999,1187,4672,1341,4.220172068,Labor,345,Medium,Price Cap,-1.448238527,1,1,2,2039.476561
Telangana,Mahbubnagar,Gadwal(Lezza),Paddy(Dhan)(Common),Paddy,FAQ,1800,2060,2040,445,346,Low supply affecting prices,3439,4845,7974,1731,4.891748244,Seed,558,High,Stock Release,-4.233330865,1,0,1,2041.589753
Telangana,Mahbubnagar,Mahbubnagar,Groundnut,Local,FAQ,3009,7417,7029,687,409,Stable demand,3296,2075,7489,1010,7.18783933,Seed,244,Medium,Price Cap,-7.439212986,1,0,2,7027.002869
Telangana,Mahbubnagar,Narayanpet,Paddy(Dhan)(Common),Sona,FAQ,2509,2529,2529,414,499,Stable demand,4685,1651,4326,1782,6.706222785,Seed,409,Low,Stock Release,-6.193149178,2,1,2,2527.424373
Telangana,Mahbubnagar,Wanaparthy Road,Paddy(Dhan)(Common),1001,FAQ,2045,2065,2055,443,509,Government intervention expected,4920,2554,5414,1903,7.776878639,Fertilizer,736,Medium,Price Cap,-9.989443126,1,0,1,2054.723234
Telangana,Medak,Medak,Paddy(Dhan)(Common),1001,FAQ,2060,2060,2060,568,675,Stable demand,4666,2503,7368,662,5.795873994,Fertilizer,633,Medium,Price Cap,7.388432956,1,0,2,2059.949178
Telangana,Medak,Sangareddy,Brinjal,Brinjal,FAQ,1500,2000,1800,709,453,Government intervention expected,3750,1586,4629,1237,6.738708258,Fertilizer,480,High,Stock Release,5.299167898,2,0,2,1802.428648
Telangana,Medak,Sangareddy,Cabbage,Cabbage,FAQ,1000,1500,1300,443,309,Low supply affecting prices,4488,1229,6019,840,4.376416926,Seed,452,Medium,Stock Release,-5.626351424,3,0,1,1299.997612
Telangana,Medak,Sangareddy,Green Chilli,Green Chilly,FAQ,7000,8000,7500,497,652,Stable demand,4214,4552,7894,1431,6.397889464,Labor,983,Low,No Intervention,-9.952198188,1,1,1,7503.452747
Telangana,Medak,Siddipet,Maize,Deshi Red,FAQ,2071,2071,2071,660,456,Stable demand,2260,2153,7846,1029,6.530756013,Labor,384,Low,Price Cap,-0.1576739028,3,0,2,2070.827765
Telangana,Medak,Togguta,Paddy(Dhan)(Basmati),1121,FAQ,2060,2060,2060,508,560,High demand due to festival,1286,1054,6131,533,7.242076642,Seed,818,High,Price Cap,-1.748536014,1,1,2,2055.319119
Telangana,Nalgonda,Aler,Arhar (Tur/Red Gram)(Whole),777 New Ind,FAQ,6600,6600,6600,682,376,Stable demand,3324,1270,6193,1497,5.682017554,Labor,601,High,Price Cap,5.520132427,1,1,2,6596.414061
Telangana,Nalgonda,Chandur,Paddy(Dhan)(Basmati),1121,FAQ,2060,2060,2060,771,556,High demand due to festival,3434,2123,6028,822,6.245025738,Seed,357,Low,Price Cap,-1.942089866,1,1,2,2062.181618
Telangana,Nalgonda,Chandur(Mungodu),Paddy(Dhan)(Common),I.R. 64,FAQ,2060,2060,2060,742,430,High demand due to festival,4453,4140,5194,1704,4.015244051,Labor,909,Medium,Price Cap,7.28225615,2,0,1,2059.518617
Telangana,Nalgonda,Chityal,Cotton,Bramha,FAQ,5980,6180,6080,503,366,High demand due to festival,1449,4982,6024,846,6.683795451,Labor,151,Low,No Intervention,-8.083235419,2,0,1,6079.612174
Telangana,Nalgonda,Chityal,Cotton,RCH-2,FAQ,5980,6180,6080,655,527,Low supply affecting prices,3338,4370,5357,1715,7.192058613,Labor,649,High,No Intervention,-2.682838275,1,0,1,6084.780068
Telangana,Nalgonda,Chityal,Paddy(Dhan)(Common),MTU-1010,FAQ,1940,2060,2040,778,462,Government intervention expected,4240,1969,6471,1220,5.968688731,Fertilizer,998,Low,No Intervention,8.678817973,1,0,2,2040.714616
Telangana,Nalgonda,Choutuppal,Paddy(Dhan)(Common),I.R. 64,FAQ,2000,2060,2040,605,314,High demand due to festival,3490,2552,7380,1769,3.578372312,Fertilizer,764,High,Price Cap,-9.765407553,2,0,1,2036.169203
Telangana,Nalgonda,Devarakonda,Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,734,531,Stable demand,3703,2377,5549,744,4.564286782,Seed,944,Low,Stock Release,-2.18421152,2,0,2,2059.337544
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,442,494,Stable demand,2207,4699,6708,1177,5.377573255,Fertilizer,315,Medium,Stock Release,-4.805934799,3,1,1,2060.613253
Telangana,Nalgonda,Devarkonda(Mallepalli),Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,752,648,High demand due to festival,4116,2175,7952,1414,6.385811957,Seed,545,Medium,Price Cap,0.6372144489,2,0,2,2055.374656
Telangana,Nalgonda,Halia,Cotton,Cotton (Unginned),FAQ,6380,6380,6380,644,329,High demand due to festival,2778,3377,6810,1222,4.601635539,Fertilizer,322,High,No Intervention,-4.424663994,1,0,1,6378.646099
Telangana,Nalgonda,Halia,Maize,Deshi Red,FAQ,1930,1930,1930,686,658,Stable demand,3874,1115,4568,1503,7.201455257,Labor,754,Medium,Stock Release,7.398160909,2,0,1,1934.678181
Telangana,Nalgonda,Halia,Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,754,637,High demand due to festival,2969,4613,6394,632,4.858948957,Fertilizer,204,High,Stock Release,8.742765057,3,1,1,2062.513032
Telangana,Nalgonda,Huzurnagar,Paddy(Dhan)(Common),B P T,FAQ,2060,2060,2060,672,630,Government intervention expected,4339,1322,7373,1720,3.21418174,Fertilizer,621,Medium,No Intervention,6.982685941,3,1,1,2058.721526
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),B P T,FAQ,2060,2060,2060,482,615,Government intervention expected,1475,3610,5945,1409,6.969972083,Fertilizer,853,Low,Price Cap,-2.028643095,1,1,1,2057.621118
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,509,595,Low supply affecting prices,1252,2595,4346,1870,6.221115848,Seed,987,Medium,Price Cap,9.798675311,2,0,2,2057.831524
Telangana,Nalgonda,Mothkur,Paddy(Dhan)(Common),MTU-1010,FAQ,2060,2060,2060,589,629,High demand due to festival,2419,3276,4407,548,7.009782474,Seed,482,Low,Price Cap,4.700726332,3,0,1,2063.284146
Telangana,Nalgonda,Nakrekal,Lime,Lime,Medium,250,2500,1000,687,519,Low supply affecting prices,3336,4842,4132,1587,4.744449066,Labor,213,High,Price Cap,-2.887821267,3,1,1,999.0162698
Telangana,Nalgonda,Nakrekal,Paddy(Dhan)(Common),MTU-1010,FAQ,2203,2203,2203,796,676,Low supply affecting prices,2235,1359,7753,1627,3.088150961,Labor,844,Medium,Price Cap,-8.126143576,3,1,1,2206.431748
Telangana,Nalgonda,Nidamanoor,Mousambi(Sweet Lime),Mousambi,Medium,1000,1000,1000,650,446,Low supply affecting prices,1999,4076,4613,712,3.368764618,Labor,168,Medium,Stock Release,3.340928328,1,1,2,1004.087437
Telangana,Nalgonda,Nidamanoor,Paddy(Dhan)(Common),Samba Masuri,FAQ,2060,2060,2060,611,558,High demand due to festival,4760,1027,7035,618,3.559003904,Fertilizer,464,Low,No Intervention,4.571348885,3,1,2,2059.641992
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,FAQ,2060,2060,2060,690,591,Low supply affecting prices,1020,4837,4105,1355,7.025737891,Labor,143,High,Stock Release,-7.550817342,2,1,2,2064.452724
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan)(Common),I.R. 64,FAQ,1400,1782,1782,532,598,Government intervention expected,1315,4435,6218,1260,4.507173772,Seed,780,Medium,Stock Release,0.9947270359,1,0,1,1779.999514
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,FAQ,2060,2060,2060,600,442,Low supply affecting prices,3611,4533,6687,1178,7.989492547,Labor,310,High,Stock Release,9.741759681,2,0,1,2057.600206
Telangana,Nizamabad,Bhiknoor,Paddy(Dhan)(Common),MTU-1010,FAQ,2040,2060,2060,684,534,Government intervention expected,2461,2254,7321,1394,6.791941982,Labor,375,High,No Intervention,-3.47515795,2,0,1,2056.07302
Telangana,Ranga Reddy,Chevella,Brinjal,Other,FAQ,3000,3000,3000,725,414,Government intervention expected,2446,2418,7615,1765,6.005774765,Labor,206,Medium,Stock Release,-3.962099551,3,0,1,2997.458041
